"REGISTRY_ID","PGM_SYS_ACRNM","PGM_SYS_ID","INTEREST_TYPE","SIC_CODE","PRIMARY_INDICATOR","CODE_DESCRIPTION"
"110009705060","NPDES","SC0047732","POTW","4952","PRIMARY","SEWERAGE SYSTEMS"
"110009705060","NPDES","SC0047732","ICIS-NPDES MAJOR","4952","PRIMARY","SEWERAGE SYSTEMS"
"110009792974","NPDES","SC0048097","NPDES PRETREATMENT PROGRAM","4952","PRIMARY","SEWERAGE SYSTEMS"
"110009792974","NPDES","SC0048097","POTW","4952","PRIMARY","SEWERAGE SYSTEMS"
"110009792974","NPDES","SC0048097","ICIS-NPDES NON-MAJOR","4952","PRIMARY","SEWERAGE SYSTEMS"
"110009792992","NPDES","SC0048143","ICIS-NPDES MAJOR","4952","PRIMARY","SEWERAGE SYSTEMS"
"110009792992","NPDES","SC0048143","NPDES PRETREATMENT PROGRAM","4952","PRIMARY","SEWERAGE SYSTEMS"
"110009792992","NPDES","SC0048143","POTW","4952","PRIMARY","SEWERAGE SYSTEMS"
"110009793018","NPDES","SC0048186","ICIS-NPDES NON-MAJOR","4941","PRIMARY","WATER SUPPLY"
"110009793116","NPDES","SC0047716","POTW","4952","PRIMARY","SEWERAGE SYSTEMS"
"110009793116","NPDES","SC0047716","ICIS-NPDES MAJOR","4952","PRIMARY","SEWERAGE SYSTEMS"
"110009793116","NPDES","SC0047716","NPDES PRETREATMENT PROGRAM","4952","PRIMARY","SEWERAGE SYSTEMS"
"110009793125","NPDES","SC0047724","ICIS-NPDES NON-MAJOR","4941","PRIMARY","WATER SUPPLY"
"110009793134","NPDES","SC0047759","NPDES PRETREATMENT PROGRAM","4952","PRIMARY","SEWERAGE SYSTEMS"
"110009793134","NPDES","SC0047759","POTW","4952","PRIMARY","SEWERAGE SYSTEMS"
"110009793134","NPDES","SC0047759","ICIS-NPDES NON-MAJOR","4952","PRIMARY","SEWERAGE SYSTEMS"
"110009793152","NPDES","SC0045624","ICIS-NPDES MAJOR","4952","PRIMARY","SEWERAGE SYSTEMS"
"110009793152","NPDES","SC0045624","NPDES PRETREATMENT PROGRAM","4952","PRIMARY","SEWERAGE SYSTEMS"
"110009793152","NPDES","SC0045624","POTW","4952","PRIMARY","SEWERAGE SYSTEMS"
"110009793189","NPDES","SC0047023","ICIS-NPDES NON-MAJOR","0921","PRIMARY","FISH HATCHERIES AND PRESERVES"
"110009793214","NPDES","SC0047198","ICIS-NPDES NON-MAJOR","3675","PRIMARY","ELECTRONIC CAPACITORS"
"110009793223","NPDES","SC0042439","POTW","4952","PRIMARY","SEWERAGE SYSTEMS"
"110009793223","NPDES","SC0042439","ICIS-NPDES NON-MAJOR","4952","PRIMARY","SEWERAGE SYSTEMS"
"110009793250","NPDES","SC0042706","ICIS-NPDES NON-MAJOR","4952","PRIMARY","SEWERAGE SYSTEMS"
"110009793250","NPDES","SC0042706","ICIS-NPDES NON-MAJOR","6514","PRIMARY","OPERATORS OF DWELLINGS OTHER THAN APARTMENT BUILDINGS"
"110009793278","NPDES","SC0043095","ICIS-NPDES NON-MAJOR","6514","PRIMARY","OPERATORS OF DWELLINGS OTHER THAN APARTMENT BUILDINGS"
"110009793287","NPDES","SC0043231","POTW","4952","PRIMARY","SEWERAGE SYSTEMS"
"110009793287","NPDES","SC0043231","ICIS-NPDES NON-MAJOR","4952","PRIMARY","SEWERAGE SYSTEMS"
"110009793330","NPDES","SC0044717","POTW","4952","PRIMARY","SEWERAGE SYSTEMS"
"110009793330","NPDES","SC0044717","ICIS-NPDES NON-MAJOR","4952","PRIMARY","SEWERAGE SYSTEMS"
"110009793330","NPDES","SC0044717","NPDES PRETREATMENT PROGRAM","4952","PRIMARY","SEWERAGE SYSTEMS"
"110009793367","NPDES","SC0040606","ICIS-NPDES NON-MAJOR","4952","PRIMARY","SEWERAGE SYSTEMS"
"110009793367","NPDES","SC0040606","POTW","4952","PRIMARY","SEWERAGE SYSTEMS"
"110009793376","NPDES","SC0040878","POTW","4952","PRIMARY","SEWERAGE SYSTEMS"
"110009793376","NPDES","SC0040878","ICIS-NPDES MAJOR","4952","PRIMARY","SEWERAGE SYSTEMS"
"110009793376","NPDES","SC0040878","NPDES PRETREATMENT PROGRAM","4952","PRIMARY","SEWERAGE SYSTEMS"
"110009793385","NPDES","SC0040886","NPDES PRETREATMENT PROGRAM","4952","PRIMARY","SEWERAGE SYSTEMS"
"110009793385","NPDES","SC0040886","POTW","4952","PRIMARY","SEWERAGE SYSTEMS"
"110009793385","NPDES","SC0040886","ICIS-NPDES NON-MAJOR","4952","PRIMARY","SEWERAGE SYSTEMS"
"110009793394","NPDES","SC0041203","ICIS-NPDES NON-MAJOR","6514","PRIMARY","OPERATORS OF DWELLINGS OTHER THAN APARTMENT BUILDINGS"
"110009793401","NPDES","SC0041327","POTW","4952","PRIMARY","SEWERAGE SYSTEMS"
"110009793401","NPDES","SC0041327","ICIS-NPDES NON-MAJOR","4952","PRIMARY","SEWERAGE SYSTEMS"
"110009793438","NPDES","SC0041696","POTW","4952","PRIMARY","SEWERAGE SYSTEMS"
"110009793438","NPDES","SC0041696","NPDES PRETREATMENT PROGRAM","4952","PRIMARY","SEWERAGE SYSTEMS"
"110009793438","NPDES","SC0041696","ICIS-NPDES MAJOR","4952","PRIMARY","SEWERAGE SYSTEMS"
"110009793456","NPDES","SC0042129","ICIS-NPDES NON-MAJOR","4226","PRIMARY","SPECIAL WAREHOUSING AND STORAGE, NOT ELSEWHERE CLASSIFIED"
"110009793465","NPDES","SC0039055","ICIS-NPDES NON-MAJOR","6514","PRIMARY","OPERATORS OF DWELLINGS OTHER THAN APARTMENT BUILDINGS"
"110009793474","NPDES","SC0039063","ICIS-NPDES NON-MAJOR","7011","PRIMARY","HOTELS AND MOTELS"
"110009793483","NPDES","SC0039217","ICIS-NPDES NON-MAJOR","6514","PRIMARY","OPERATORS OF DWELLINGS OTHER THAN APARTMENT BUILDINGS"
"110009793483","NPDES","SC0039217","ICIS-NPDES NON-MAJOR","8811","SECONDARY","PRIVATE HOUSEHOLDS"
"110009793526","NPDES","SC0040037","POTW","4952","PRIMARY","SEWERAGE SYSTEMS"
"110009793526","NPDES","SC0040037","ICIS-NPDES NON-MAJOR","4952","PRIMARY","SEWERAGE SYSTEMS"
"110009793535","NPDES","SC0040118","ICIS-NPDES NON-MAJOR","4952","PRIMARY","SEWERAGE SYSTEMS"
"110009793535","NPDES","SC0040118","POTW","4952","PRIMARY","SEWERAGE SYSTEMS"
"110009793553","NPDES","SC0040339","ICIS-NPDES NON-MAJOR","7299","PRIMARY","MISCELLANEOUS PERSONAL SERVICES, NOT ELSEWHERE CLASSIFIED"
"110009793562","NPDES","SC0036773","ICIS-NPDES NON-MAJOR","4952","PRIMARY","SEWERAGE SYSTEMS"
"110009793562","NPDES","SC0036773","ICIS-NPDES NON-MAJOR","9223","PRIMARY","CORRECTIONAL INSTITUTIONS"
"110009793615","NPDES","SC0038113","ICIS-NPDES NON-MAJOR","6514","PRIMARY","OPERATORS OF DWELLINGS OTHER THAN APARTMENT BUILDINGS"
"110009793624","NPDES","SC0038644","ICIS-NPDES NON-MAJOR","8211","PRIMARY","ELEMENTARY AND SECONDARY SCHOOLS"
"110009793633","NPDES","SC0038822","NPDES PRETREATMENT PROGRAM","4952","PRIMARY","SEWERAGE SYSTEMS"
"110009793633","NPDES","SC0038822","POTW","4952","PRIMARY","SEWERAGE SYSTEMS"
"110009793633","NPDES","SC0038822","ICIS-NPDES MAJOR","4952","PRIMARY","SEWERAGE SYSTEMS"
"110009793660","NPDES","SC0034444","ICIS-NPDES NON-MAJOR","6514","PRIMARY","OPERATORS OF DWELLINGS OTHER THAN APARTMENT BUILDINGS"
"110009793688","NPDES","SC0035041","ICIS-NPDES NON-MAJOR","6514","PRIMARY","OPERATORS OF DWELLINGS OTHER THAN APARTMENT BUILDINGS"
"110009793697","NPDES","SC0035564","POTW","6552","PRIMARY","LAND SUBDIVIDERS AND DEVELOPERS, EXCEPT CEMETERIES"
"110009793697","NPDES","SC0035564","ICIS-NPDES NON-MAJOR","6552","PRIMARY","LAND SUBDIVIDERS AND DEVELOPERS, EXCEPT CEMETERIES"
"110009793713","NPDES","SC0036137","ICIS-NPDES NON-MAJOR","6552","PRIMARY","LAND SUBDIVIDERS AND DEVELOPERS, EXCEPT CEMETERIES"
"110009793722","NPDES","SC0031801","ICIS-NPDES NON-MAJOR","7011","PRIMARY","HOTELS AND MOTELS"
"110009793731","NPDES","SC0031844","ICIS-NPDES NON-MAJOR","6515","PRIMARY","OPERATORS OF RESIDENTIAL MOBILE HOME SITES"
"110009793740","NPDES","SC0031895","ICIS-NPDES NON-MAJOR","6515","PRIMARY","OPERATORS OF RESIDENTIAL MOBILE HOME SITES"
"110009793759","NPDES","SC0031925","ICIS-NPDES NON-MAJOR","6515","PRIMARY","OPERATORS OF RESIDENTIAL MOBILE HOME SITES"
"110009793777","NPDES","SC0032239","ICIS-NPDES NON-MAJOR","6515","PRIMARY","OPERATORS OF RESIDENTIAL MOBILE HOME SITES"
"110009793795","NPDES","SC0032417","ICIS-NPDES NON-MAJOR","6515","PRIMARY","OPERATORS OF RESIDENTIAL MOBILE HOME SITES"
"110009793820","NPDES","SC0029645","ICIS-NPDES NON-MAJOR","6513","PRIMARY","OPERATORS OF APARTMENT BUILDINGS"
"110009793875","NPDES","SC0030465","ICIS-NPDES NON-MAJOR","5812","PRIMARY","EATING PLACES"
"110009793893","NPDES","SC0030678","ICIS-NPDES NON-MAJOR","6514","PRIMARY","OPERATORS OF DWELLINGS OTHER THAN APARTMENT BUILDINGS"
"110009793900","NPDES","SC0030724","ICIS-NPDES NON-MAJOR","6514","SECONDARY","OPERATORS OF DWELLINGS OTHER THAN APARTMENT BUILDINGS"
"110009793900","NPDES","SC0030724","ICIS-NPDES NON-MAJOR","4952","PRIMARY","SEWERAGE SYSTEMS"
"110009793946","NPDES","SC0026735","POTW","4952","PRIMARY","SEWERAGE SYSTEMS"
"110009793946","NPDES","SC0026735","ICIS-NPDES MAJOR","4952","PRIMARY","SEWERAGE SYSTEMS"
"110009793955","NPDES","SC0026743","ICIS-NPDES NON-MAJOR","6514","PRIMARY","OPERATORS OF DWELLINGS OTHER THAN APARTMENT BUILDINGS"
"110009793955","NPDES","SC0026743","ICIS-NPDES NON-MAJOR","4952","PRIMARY","SEWERAGE SYSTEMS"
"110009793964","NPDES","SC0026751","ICIS-NPDES NON-MAJOR","6514","PRIMARY","OPERATORS OF DWELLINGS OTHER THAN APARTMENT BUILDINGS"
"110009793964","NPDES","SC0026751","ICIS-NPDES NON-MAJOR","4952","PRIMARY","SEWERAGE SYSTEMS"
"110009793973","NPDES","SC0026867","ICIS-NPDES NON-MAJOR","8249","PRIMARY","VOCATIONAL SCHOOLS, NOT ELSEWHERE CLASSIFIED"
"110009793982","NPDES","SC0026875","POTW","4952","PRIMARY","SEWERAGE SYSTEMS"
"110009793982","NPDES","SC0026875","NPDES PRETREATMENT PROGRAM","4952","PRIMARY","SEWERAGE SYSTEMS"
"110009793982","NPDES","SC0026875","ICIS-NPDES MAJOR","4952","PRIMARY","SEWERAGE SYSTEMS"
"110009794008","NPDES","SC0027103","ICIS-NPDES NON-MAJOR","8211","PRIMARY","ELEMENTARY AND SECONDARY SCHOOLS"
"110009794017","NPDES","SC0027146","POTW","6514","PRIMARY","OPERATORS OF DWELLINGS OTHER THAN APARTMENT BUILDINGS"
"110009794017","NPDES","SC0027146","NPDES PRETREATMENT PROGRAM","6514","PRIMARY","OPERATORS OF DWELLINGS OTHER THAN APARTMENT BUILDINGS"
"110009794017","NPDES","SC0027146","ICIS-NPDES NON-MAJOR","6514","PRIMARY","OPERATORS OF DWELLINGS OTHER THAN APARTMENT BUILDINGS"
"110009794026","NPDES","SC0027162","ICIS-NPDES NON-MAJOR","6514","PRIMARY","OPERATORS OF DWELLINGS OTHER THAN APARTMENT BUILDINGS"
"110009794035","NPDES","SC0027391","ICIS-NPDES NON-MAJOR","6512","PRIMARY","OPERATORS OF NONRESIDENTIAL BUILDINGS"
"110009794053","NPDES","SC0028673","ICIS-NPDES NON-MAJOR","4952","PRIMARY","SEWERAGE SYSTEMS"
"110009794053","NPDES","SC0028673","ICIS-NPDES NON-MAJOR","6514","SECONDARY","OPERATORS OF DWELLINGS OTHER THAN APARTMENT BUILDINGS"
"110009794071","NPDES","SC0025283","ICIS-NPDES NON-MAJOR","4952","PRIMARY","SEWERAGE SYSTEMS"
"110009794071","NPDES","SC0025283","POTW","4952","PRIMARY","SEWERAGE SYSTEMS"
"110009794080","NPDES","SC0025330","ICIS-NPDES NON-MAJOR","4952","PRIMARY","SEWERAGE SYSTEMS"
"110009794080","NPDES","SC0025330","POTW","4952","PRIMARY","SEWERAGE SYSTEMS"
"110009794080","NPDES","SC0025330","NPDES PRETREATMENT PROGRAM","4952","PRIMARY","SEWERAGE SYSTEMS"
"110009794133","NPDES","SC0025950","ICIS-NPDES NON-MAJOR","4952","PRIMARY","SEWERAGE SYSTEMS"
"110009794133","NPDES","SC0025950","POTW","4952","PRIMARY","SEWERAGE SYSTEMS"
"110009794142","NPDES","SC0026204","POTW","4952","PRIMARY","SEWERAGE SYSTEMS"
"110009794142","NPDES","SC0026204","ICIS-NPDES NON-MAJOR","4952","PRIMARY","SEWERAGE SYSTEMS"
"110009794151","NPDES","SC0026409","ICIS-NPDES NON-MAJOR","6514","PRIMARY","OPERATORS OF DWELLINGS OTHER THAN APARTMENT BUILDINGS"
"110009794179","NPDES","SC0023736","ICIS-NPDES NON-MAJOR","6514","PRIMARY","OPERATORS OF DWELLINGS OTHER THAN APARTMENT BUILDINGS"
"110009794204","NPDES","SC0024490","POTW","4952","PRIMARY","SEWERAGE SYSTEMS"
"110009794204","NPDES","SC0024490","NPDES PRETREATMENT PROGRAM","4952","PRIMARY","SEWERAGE SYSTEMS"
"110009794204","NPDES","SC0024490","ICIS-NPDES MAJOR","4952","PRIMARY","SEWERAGE SYSTEMS"
"110009794213","NPDES","SC0024571","ICIS-NPDES NON-MAJOR","6514","PRIMARY","OPERATORS OF DWELLINGS OTHER THAN APARTMENT BUILDINGS"
"110009794222","NPDES","SC0024716","ICIS-NPDES NON-MAJOR","6514","PRIMARY","OPERATORS OF DWELLINGS OTHER THAN APARTMENT BUILDINGS"
"110009794231","NPDES","SC0024767","ICIS-NPDES NON-MAJOR","4952","PRIMARY","SEWERAGE SYSTEMS"
"110009794231","NPDES","SC0024767","POTW","4952","PRIMARY","SEWERAGE SYSTEMS"
"110009794259","NPDES","SC0022063","ICIS-NPDES NON-MAJOR","6515","PRIMARY","OPERATORS OF RESIDENTIAL MOBILE HOME SITES"
"110009794268","NPDES","SC0022284","ICIS-NPDES NON-MAJOR","4952","PRIMARY","SEWERAGE SYSTEMS"
"110009794268","NPDES","SC0022284","POTW","4952","PRIMARY","SEWERAGE SYSTEMS"
"110009794277","NPDES","SC0022403","POTW","4952","PRIMARY","SEWERAGE SYSTEMS"
"110009794277","NPDES","SC0022403","ICIS-NPDES NON-MAJOR","4952","PRIMARY","SEWERAGE SYSTEMS"
"110009794348","NPDES","SC0042668","NPDES PRETREATMENT PROGRAM","4952","PRIMARY","SEWERAGE SYSTEMS"
"110009794348","NPDES","SC0020435","ICIS-NPDES MAJOR","4952","PRIMARY","SEWERAGE SYSTEMS"
"110009794348","NPDES","SC0020435","BIOSOLIDS","4952","PRIMARY","SEWERAGE SYSTEMS"
"110009794348","NPDES","SC0042668","POTW","4952","PRIMARY","SEWERAGE SYSTEMS"
"110009794348","NPDES","SC0020435","NPDES PRETREATMENT PROGRAM","4952","PRIMARY","SEWERAGE SYSTEMS"
"110009794348","AIRS/AFS","4508300512","AIR MINOR","4952","PRIMARY","SEWERAGE SYSTEMS"
"110009794348","NPDES","SC0042668","ICIS-NPDES NON-MAJOR","4952","PRIMARY","SEWERAGE SYSTEMS"
"110009794348","NPDES","SC0020435","POTW","4952","PRIMARY","SEWERAGE SYSTEMS"
"110009794357","NPDES","SC0021466","ICIS-NPDES NON-MAJOR","7999","PRIMARY","AMUSEMENT AND RECREATION SERVICES, NOT ELSEWHERE CLASSIFIED"
"110009794366","NPDES","SC0021776","POTW","4952","PRIMARY","SEWERAGE SYSTEMS"
"110009794366","NPDES","SC0021776","ICIS-NPDES MAJOR","4952","PRIMARY","SEWERAGE SYSTEMS"
"110009794455","NPDES","SCU063401","POTW","4952","PRIMARY","SEWERAGE SYSTEMS"
"110009794455","NPDES","SCU063401","ICIS-NPDES NON-MAJOR","4952","PRIMARY","SEWERAGE SYSTEMS"
"110009794455","NPDES","SCU063401","NPDES PRETREATMENT PROGRAM","4952","PRIMARY","SEWERAGE SYSTEMS"
"110009794464","NPDES","SCR003586","ICIS-NPDES NON-MAJOR","1459","PRIMARY","CLAY, CERAMIC, AND REFRACTORY MINERALS, NOT ELSEWHERE CLASSIFIED"
"110009794464","NPDES","SCR003586","STORM WATER INDUSTRIAL","1459","PRIMARY","CLAY, CERAMIC, AND REFRACTORY MINERALS, NOT ELSEWHERE CLASSIFIED"
"110009794473","NPDES","SCR003587","ICIS-NPDES NON-MAJOR","1459","PRIMARY","CLAY, CERAMIC, AND REFRACTORY MINERALS, NOT ELSEWHERE CLASSIFIED"
"110009794473","NPDES","SCR003587","STORM WATER INDUSTRIAL","1459","PRIMARY","CLAY, CERAMIC, AND REFRACTORY MINERALS, NOT ELSEWHERE CLASSIFIED"
"110009794482","NPDES","SCR003588","ICIS-NPDES NON-MAJOR","5093","PRIMARY","SCRAP AND WASTE MATERIALS"
"110009794482","NPDES","SCR003588","STORM WATER INDUSTRIAL","5093","PRIMARY","SCRAP AND WASTE MATERIALS"
"110009794543","NPDES","SCR003595","STORM WATER INDUSTRIAL","3082","PRIMARY","UNSUPPORTED PLASTICS PROFILE SHAPES"
"110009794543","NPDES","SCR003595","ICIS-NPDES NON-MAJOR","3082","PRIMARY","UNSUPPORTED PLASTICS PROFILE SHAPES"
"110009794552","NPDES","SCR003596","ICIS-NPDES NON-MAJOR","2431","PRIMARY","MILLWORK"
"110009794552","NPDES","SCR003596","STORM WATER INDUSTRIAL","2431","PRIMARY","MILLWORK"
"110009794561","NPDES","SCR003597","STORM WATER INDUSTRIAL","4959","PRIMARY","SANITARY SERVICES, NOT ELSEWHERE CLASSIFIED"
"110009794561","NPDES","SCR003597","ICIS-NPDES NON-MAJOR","4959","PRIMARY","SANITARY SERVICES, NOT ELSEWHERE CLASSIFIED"
"110009794589","NPDES","SCR003600","STORM WATER INDUSTRIAL","2951","PRIMARY","ASPHALT PAVING MIXTURES AND BLOCKS"
"110009794589","NPDES","SCR003601","ICIS-NPDES NON-MAJOR","2951","PRIMARY","ASPHALT PAVING MIXTURES AND BLOCKS"
"110009794589","NPDES","SCR001315","ICIS-NPDES NON-MAJOR","2951","PRIMARY","ASPHALT PAVING MIXTURES AND BLOCKS"
"110009794589","NPDES","SCR003602","ICIS-NPDES NON-MAJOR","2951","PRIMARY","ASPHALT PAVING MIXTURES AND BLOCKS"
"110009794589","NPDES","SCR002566","ICIS-NPDES NON-MAJOR","2951","PRIMARY","ASPHALT PAVING MIXTURES AND BLOCKS"
"110009794589","NPDES","SCR002566","STORM WATER INDUSTRIAL","2951","PRIMARY","ASPHALT PAVING MIXTURES AND BLOCKS"
"110009794589","NPDES","SCR003601","STORM WATER INDUSTRIAL","2951","PRIMARY","ASPHALT PAVING MIXTURES AND BLOCKS"
"110009794589","NPDES","SCR003382","STORM WATER INDUSTRIAL","2951","PRIMARY","ASPHALT PAVING MIXTURES AND BLOCKS"
"110009794589","NPDES","SCR001312","ICIS-NPDES NON-MAJOR","2951","PRIMARY","ASPHALT PAVING MIXTURES AND BLOCKS"
"110009794589","NPDES","SCR003599","ICIS-NPDES NON-MAJOR","2951","PRIMARY","ASPHALT PAVING MIXTURES AND BLOCKS"
"110009794589","NPDES","SCR001311","STORM WATER INDUSTRIAL","2951","PRIMARY","ASPHALT PAVING MIXTURES AND BLOCKS"
"110009794589","NPDES","SCR001315","STORM WATER INDUSTRIAL","2951","PRIMARY","ASPHALT PAVING MIXTURES AND BLOCKS"
"110009794589","NPDES","SCR003600","ICIS-NPDES NON-MAJOR","2951","PRIMARY","ASPHALT PAVING MIXTURES AND BLOCKS"
"110009794589","NPDES","SCR003602","STORM WATER INDUSTRIAL","2951","PRIMARY","ASPHALT PAVING MIXTURES AND BLOCKS"
"110009794589","NPDES","SCR003599","STORM WATER INDUSTRIAL","2951","PRIMARY","ASPHALT PAVING MIXTURES AND BLOCKS"
"110009794589","NPDES","SCR001312","STORM WATER INDUSTRIAL","2951","PRIMARY","ASPHALT PAVING MIXTURES AND BLOCKS"
"110009794589","NPDES","SCR003382","ICIS-NPDES NON-MAJOR","2951","PRIMARY","ASPHALT PAVING MIXTURES AND BLOCKS"
"110009794589","NPDES","SCR001311","ICIS-NPDES NON-MAJOR","2951","PRIMARY","ASPHALT PAVING MIXTURES AND BLOCKS"
"110009794632","NPDES","SCR003605","ICIS-NPDES NON-MAJOR","3069","PRIMARY","FABRICATED RUBBER PRODUCTS, NOT ELSEWHERE CLASSIFIED"
"110009794632","NPDES","SCR003605","STORM WATER INDUSTRIAL","3069","PRIMARY","FABRICATED RUBBER PRODUCTS, NOT ELSEWHERE CLASSIFIED"
"110009794650","NPDES","SCR003607","ICIS-NPDES NON-MAJOR","2261","PRIMARY","FINISHERS OF BROADWOVEN FABRICS OF COTTON"
"110009794650","NPDES","SCR003607","STORM WATER INDUSTRIAL","2261","PRIMARY","FINISHERS OF BROADWOVEN FABRICS OF COTTON"
"110009794669","NPDES","SCR003608","STORM WATER INDUSTRIAL","4953","PRIMARY","REFUSE SYSTEMS"
"110009794669","NPDES","SCR003608","ICIS-NPDES NON-MAJOR","4953","PRIMARY","REFUSE SYSTEMS"
"110009794678","NPDES","SCR003610","STORM WATER INDUSTRIAL","1442","PRIMARY","CONSTRUCTION SAND AND GRAVEL"
"110009794678","NPDES","SCR003610","ICIS-NPDES NON-MAJOR","1442","PRIMARY","CONSTRUCTION SAND AND GRAVEL"
"110009794758","NPDES","SCR003540","ICIS-NPDES NON-MAJOR","1499","PRIMARY","MISCELLANEOUS NONMETALLIC MINERALS, EXCEPT FUELS"
"110009794758","NPDES","SCR003540","STORM WATER INDUSTRIAL","1499","PRIMARY","MISCELLANEOUS NONMETALLIC MINERALS, EXCEPT FUELS"
"110009794785","NPDES","SCR003543","STORM WATER INDUSTRIAL","1411","PRIMARY","DIMENSION STONE"
"110009794785","NPDES","SCR003543","ICIS-NPDES NON-MAJOR","1411","PRIMARY","DIMENSION STONE"
"110009794794","NPDES","SCR003544","STORM WATER INDUSTRIAL","1499","PRIMARY","MISCELLANEOUS NONMETALLIC MINERALS, EXCEPT FUELS"
"110009794794","NPDES","SCR003544","ICIS-NPDES NON-MAJOR","1499","PRIMARY","MISCELLANEOUS NONMETALLIC MINERALS, EXCEPT FUELS"
"110009794810","NPDES","SCR003546","ICIS-NPDES NON-MAJOR","4491","PRIMARY","MARINE CARGO HANDLING"
"110009794810","AIRS/AFS","4501900343","AIR MINOR","4491","PRIMARY","MARINE CARGO HANDLING"
"110009794810","NPDES","SCR003546","STORM WATER INDUSTRIAL","4491","PRIMARY","MARINE CARGO HANDLING"
"110009794838","NPDES","SCR003548","ICIS-NPDES NON-MAJOR","2439","PRIMARY","STRUCTURAL WOOD MEMBERS, NOT ELSEWHERE CLASSIFIED"
"110009794838","NPDES","SCR003548","STORM WATER INDUSTRIAL","2439","PRIMARY","STRUCTURAL WOOD MEMBERS, NOT ELSEWHERE CLASSIFIED"
"110009794847","NPDES","SCR003549","ICIS-NPDES NON-MAJOR","1442","PRIMARY","CONSTRUCTION SAND AND GRAVEL"
"110009794847","NPDES","SCR003549","STORM WATER INDUSTRIAL","1442","PRIMARY","CONSTRUCTION SAND AND GRAVEL"
"110009794856","NPDES","SCR003550","STORM WATER INDUSTRIAL","1499","PRIMARY","MISCELLANEOUS NONMETALLIC MINERALS, EXCEPT FUELS"
"110009794856","NPDES","SCR003550","ICIS-NPDES NON-MAJOR","1499","PRIMARY","MISCELLANEOUS NONMETALLIC MINERALS, EXCEPT FUELS"
"110009794865","NPDES","SCR003551","STORM WATER INDUSTRIAL","3273","PRIMARY","READY-MIXED CONCRETE"
"110009794865","NPDES","SCR003551","ICIS-NPDES NON-MAJOR","3273","PRIMARY","READY-MIXED CONCRETE"
"110009794918","NPDES","SCR003557","ICIS-NPDES NON-MAJOR","3271","PRIMARY","CONCRETE BLOCK AND BRICK"
"110009794918","NPDES","SCR003557","STORM WATER INDUSTRIAL","3271","PRIMARY","CONCRETE BLOCK AND BRICK"
"110009794927","NPDES","SCR003558","ICIS-NPDES NON-MAJOR","4215","PRIMARY","COURIER SERVICES, EXCEPT BY AIR"
"110009794927","NPDES","SCR003558","STORM WATER INDUSTRIAL","4215","PRIMARY","COURIER SERVICES, EXCEPT BY AIR"
"110009794945","NPDES","SCR003561","ICIS-NPDES NON-MAJOR","5093","PRIMARY","SCRAP AND WASTE MATERIALS"
"110009794945","NPDES","SCR003561","STORM WATER INDUSTRIAL","5093","PRIMARY","SCRAP AND WASTE MATERIALS"
"110009794954","NPDES","SCR003562","STORM WATER INDUSTRIAL","1459","PRIMARY","CLAY, CERAMIC, AND REFRACTORY MINERALS, NOT ELSEWHERE CLASSIFIED"
"110009794954","NPDES","SCR003562","ICIS-NPDES NON-MAJOR","1459","PRIMARY","CLAY, CERAMIC, AND REFRACTORY MINERALS, NOT ELSEWHERE CLASSIFIED"
"110009794963","NPDES","SCR003564","ICIS-NPDES NON-MAJOR","3357","PRIMARY","DRAWING AND INSULATING OF NONFERROUS WIRE"
"110009794963","NPDES","SCR003564","STORM WATER INDUSTRIAL","3357","PRIMARY","DRAWING AND INSULATING OF NONFERROUS WIRE"
"110009794972","NPDES","SCR003565","STORM WATER INDUSTRIAL","1459","PRIMARY","CLAY, CERAMIC, AND REFRACTORY MINERALS, NOT ELSEWHERE CLASSIFIED"
"110009794972","NPDES","SCR003565","ICIS-NPDES NON-MAJOR","1459","PRIMARY","CLAY, CERAMIC, AND REFRACTORY MINERALS, NOT ELSEWHERE CLASSIFIED"
"110009794981","NPDES","SCR003567","ICIS-NPDES NON-MAJOR","1442","PRIMARY","CONSTRUCTION SAND AND GRAVEL"
"110009794981","NPDES","SCR003567","STORM WATER INDUSTRIAL","1442","PRIMARY","CONSTRUCTION SAND AND GRAVEL"
"110009794990","NPDES","SCR003274","STORM WATER INDUSTRIAL","2421","PRIMARY","SAWMILLS AND PLANING MILLS, GENERAL"
"110009794990","NPDES","SCR003274","ICIS-NPDES NON-MAJOR","2421","PRIMARY","SAWMILLS AND PLANING MILLS, GENERAL"
"110009794990","NPDES","SCR003569","ICIS-NPDES NON-MAJOR","2421","PRIMARY","SAWMILLS AND PLANING MILLS, GENERAL"
"110009794990","NPDES","SCR003569","STORM WATER INDUSTRIAL","2421","PRIMARY","SAWMILLS AND PLANING MILLS, GENERAL"
"110009795007","NPDES","SCR003570","ICIS-NPDES NON-MAJOR","3271","PRIMARY","CONCRETE BLOCK AND BRICK"
"110009795007","NPDES","SCR003570","STORM WATER INDUSTRIAL","3271","PRIMARY","CONCRETE BLOCK AND BRICK"
"110009795061","NPDES","SCR003578","ICIS-NPDES NON-MAJOR","1442","PRIMARY","CONSTRUCTION SAND AND GRAVEL"
"110009795061","NPDES","SCR003520","STORM WATER INDUSTRIAL","3273","PRIMARY","READY-MIXED CONCRETE"
"110009795061","NPDES","SCR003506","STORM WATER INDUSTRIAL","3273","PRIMARY","READY-MIXED CONCRETE"
"110009795061","NPDES","SCR003205","ICIS-NPDES NON-MAJOR","3273","PRIMARY","READY-MIXED CONCRETE"
