"","ObjectID","Loc_name","Status","Score","Match_type","Match_addr","LongLabel","ShortLabel","Addr_type","Type","PlaceName","Place_addr","Phone","URL","Rank","AddBldg","AddNum","AddNumFrom","AddNumTo","AddRange","Side","StPreDir","StPreType","StName","StType","StDir","BldgType","BldgName","LevelType","LevelName","UnitType","UnitName","SubAddr","StAddr","Block","Sector","Nbrhd","District","City","MetroArea","Subregion","Region","RegionAbbr","Territory","Zone","Postal","PostalExt","Country","CntryName","LangCode","Distance","X","Y","DisplayX","DisplayY","Xmin","Xmax","Ymin","Ymax","ExInfo","IN_Address","IN_Address2","IN_Address3","IN_Neighborhood","IN_City","IN_Subregion","IN_Region","IN_Postal","IN_PostalExt","IN_CountryCode","USER_Region","USER_State","USER_Borrower_Name","USER_State_Tracking_Number","USER_Type_of_Assistance","USER_Supplemental_Appropriation","USER_Latest_Agreement_Action","USER_Initial_Agreement_Date","USER_Initial_Agreement_Amount","USER_Date_of_Latest_Agreement_Action","USER_Current_Agreement_Amount","USER_Annual_Interest_Rate____","USER_Annual_Fee_Rate____","USER_Annual_Finance_Charge____","USER_Upfront_Fees","USER_Repayment_Period__Years_","USER_Includes_Additional_Subsidy_","USER_Additional_Subsidy_Amount","USER_Green_Project_Reserve__GPR__Total","USER_Hardship_Disadvantaged_Community_","USER_Programmatic_Finance_","USER_Sponsorship_Lending_","USER_Sponsorship_Lending__Implementing_Partner","USER_Conduit_Finance_","USER_Subagreements_To_Date","USER_Total_Non_SRF_Co_funding","USER_Non_SRF_Co_funding___Federal","USER_Non_SRF_Co_funding___State","USER_Non_SRF_Co_funding___Local","USER_Project_Name","USER_Project_Description","USER_Project_Needs_Categories","USER_Facility_Name","USER_NPDES_Permit_Number","USER_Population_Served_by_Project","USER_Project_Start","USER_Project_Completion_Date","USER_Affected_Waterbody_Designation","USER_CWA_Compliance_Objective","USER_Designated_Water_Use___Protect","USER_Designated_Water_Use___Restore","USER_Improvement_or_Maintenance_of_Receiving_Waterbody_","USER_Linked_Assistance_Agreement_","USER_Linked_Assistance_Agreement___State_Tracking_Number","geometry"
"192",192,"World","M",96.67,"A","Clyde Township, North Carolina","Clyde Township, NC, USA","Clyde Township","Locality","City","Clyde Township","Township of Clyde, North Carolina","","",21,"","","","","","","","","","","","","","","","","","","","","","","","Township of Clyde","","Haywood County","North Carolina","NC","","","","","USA","United States","ENG",0,-82.91314,35.53294,-82.91314,35.53294,-82.95314,-82.87314,35.49294,35.57294,"OF","Clyde, Town of",NA,NA,NA,NA,NA,"North Carolina",NA,NA,NA,"Region 4","North Carolina","Clyde, Town of","CS370755-02","Loan","Not Applicable","Final Agreement",2013-09-17,226500,2015-01-06,199800,0,NA,0,0,20,"No",0,0,"No","No","No",NA,"No",0,0,0,0,0,"Hyder Mountain Pump Station Pump Replacement Project","The project consists of the replacement of two existing 485 gpm capacity submersible sewage pumps with two submersible chopper puimps of the same capacity (485 gpm), including replacement of electrical and control systems and recoating of the wetwell interior walls.  This project will not increase capacity and involves like-size replacements.","Centralized Wastewater Treatment - Sewer System Rehabilitation: $199,800.00",NA,NA,0,2014-03-03,2014-10-10,"Impaired","Not Applicable","Class C: Secondary",NA,"Maintenance","No",NA,c(836094.996672342, 671834.820766831)
"193",193,"World","M",95.71,"A","Town of Wallace, North Carolina","Town of Wallace, NC, USA","Town of Wallace","Locality","City","Town of Wallace","Town of Wallace, North Carolina","","",19,"","","","","","","","","","","","","","","","","","","","","","","","Town of Wallace","","Duplin County","North Carolina","NC","","","","","USA","United States","ENG",0,-77.99078,34.73813,-77.99078,34.73813,-78.03078,-77.95078,34.69813,34.77813,"","Wallace, Town of",NA,NA,NA,NA,NA,"North Carolina",NA,NA,NA,"Region 4","North Carolina","Wallace, Town of","CS370445-06","Loan","Not Applicable","Final Agreement",2013-09-17,621188,2015-07-02,543697,0,NA,0,0,20,"Yes",246409,0,"No","No","No",NA,"No",0,0,0,0,0,"Lift Stations Rehabilitation","Rehabilitation at 5 lift stations (Indusrial Park Pump Station, Builders Discount Pump Station, Graham Street Pump Station, Tin City Pump Station and Teachey Rd. Pump Station) that includes replacing aging pumps, rehabilitating wet wells and installing backup power sources.","Centralized Wastewater Treatment - Sewer System Rehabilitation: $543,697.00",NA,NA,0,2014-09-15,2015-04-13,"Meeting Standards","Not Applicable","Class C: Secondary<br><br>Swamp Waters (Sw): Secondary",NA,"Maintenance","No",NA,c(2303190.72580592, 361167.401957223)
"194",194,"World","M",98.01,"M","Town of Robersonville, North Carolina","Town of Robersonville, NC, USA","Town of Robersonville","Locality","City","Town of Robersonville","Town of Robersonville, North Carolina"," "," ",19," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","Town of Robersonville"," ","Martin County","North Carolina","NC"," "," "," "," ","USA","United States","ENG",0,-77.25295,35.82479,-77.25295,35.82479,-77.26695,-77.23895,35.81079,35.83879," ","Robersonville, Town of",NA,NA,NA,NA,NA,"North Carolina",NA,NA,NA,"Region 4","North Carolina","Robersonville, Town of","CS370758-04","Loan","Not Applicable","Final Agreement",2013-09-16,3323210,2016-06-28,3323210,0,NA,0,0,20,"Yes",1000000,0,"No","No","No",NA,"No",0,0,0,0,0,"Robersonville WWTP Rehabilitation","Robersonville WWTP Rehabilitation - the project consists of the installation of a backup generator for the influent pump stations,  new SCADA system for the plant, install flow paced chemical feed, provide new VFD for submersible recylce pumps and for aerators, rehabilitation of the influent pump station, the aerators, the grit chamber and replace blower at grit chamber, the 5 clarifiers, denitrification mixers, the digerter mixers and the RAS pumps and replace 2 of the tertiary filters.","Centralized Wastewater Treatment - Advanced Treatment: $3,323,210.00","Robersonville WWTP","NC0026042",0,2014-10-10,2016-03-08,"Meeting Standards","Achieve Compliance","Class C: Secondary<br><br>Nutrient Sensitive Waters (NSW): Secondary<br><br>Swamp Waters (Sw): Secondary",NA,"Improvement","No",NA,c(2517872.27124569, 759677.167715237)
"195",195,"World","M",96.48,"A","Town of Hope Mills, North Carolina","Town of Hope Mills, NC, USA","Town of Hope Mills","Locality","City","Town of Hope Mills","Town of Hope Mills, North Carolina","","",19,"","","","","","","","","","","","","","","","","","","","","","","","Town of Hope Mills","","Cumberland County","North Carolina","NC","","","","","USA","United States","ENG",0,-78.95333,34.96858,-78.95333,34.96858,-78.99733,-78.90933,34.92458,35.01258,"","Hope Mills, Town of",NA,NA,NA,NA,NA,"North Carolina",NA,NA,NA,"Region 4","North Carolina","Hope Mills, Town of","CS370751-02","Loan","Not Applicable","Final Agreement",2013-12-05,1075000,2015-07-13,879270,NA,NA,0,0,20,"No",0,879270,"No","No","No",NA,"No",0,0,0,0,0,"Town Hall Drainage & BMP Retrofit Project","The project includes a 0.25 ace biorention area,rehabilitation of 2 infiltration areas and the installation of approximately 2,400 linear feet of drainage infrastructure.","Stormwater - Gray Infrastructure: $879,270.00",NA,NA,0,2014-10-13,2015-04-30,"Meeting Standards","Not Applicable",NA,NA,"Maintenance","No",NA,c(2013981.45291412, 443497.475846182)
"196",196,"World","M",98.01,"M","Town of Robersonville, North Carolina","Town of Robersonville, NC, USA","Town of Robersonville","Locality","City","Town of Robersonville","Town of Robersonville, North Carolina"," "," ",19," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","Town of Robersonville"," ","Martin County","North Carolina","NC"," "," "," "," ","USA","United States","ENG",0,-77.25295,35.82479,-77.25295,35.82479,-77.26695,-77.23895,35.81079,35.83879," ","Robersonville, Town of",NA,NA,NA,NA,NA,"North Carolina",NA,NA,NA,"Region 4","North Carolina","Robersonville, Town of","CS370758-03","Loan","Not Applicable","Final Agreement",2013-09-16,1323837,2016-05-12,1323837,0,NA,0,0,20,"Yes",661918,0,"No","No","No",NA,"No",0,0,0,0,0,"Lift Stations Rehabilitation Project","Lift Stations Rehabilitation Project - the Town of Robersvonville has 6 sewer lift stations within the collection system.  5 of the 6 pump stations are at the level that require replacement and/or rehabilitation of the pumps, motors, controls, rail systems, SCADA and other appurtenances in order to maintain operations and bring the lift stations up to current DWQ standards.  The 5 stations are Brown's Station, Nelson Road, Borden Station, Blue Ridge Station and Products Station.  Also included in the project is back-up power and SCADA.","Centralized Wastewater Treatment - Sewer System Rehabilitation: $1,323,837.00","Robersonville Lift stations",NA,0,2015-03-09,2016-04-12,"Meeting Standards","Not Applicable",NA,NA,"Maintenance","No",NA,c(2517872.27124569, 759677.167715237)
"197",197,"World","M",95.39,"A","City of Eden, North Carolina","City of Eden, NC, USA","City of Eden","Locality","City","City of Eden","City of Eden, North Carolina","","",19,"","","","","","","","","","","","","","","","","","","","","","","","City of Eden","","Rockingham County","North Carolina","NC","","","","","USA","United States","ENG",0,-79.74254,36.50247,-79.74254,36.50247,-79.78954,-79.69554,36.45547,36.54947,"","Eden, City of",NA,NA,NA,NA,NA,"North Carolina",NA,NA,NA,"Region 4","North Carolina","Eden, City of","CS370458-07","Loan","Not Applicable","Final Agreement",2013-08-27,2718636,2016-12-06,3967483,0,NA,0,0,20,"Yes",1000000,0,"No","No","No",NA,"No",0,0,0,0,0,"Upper Matrimony Creek Outfall Rehabilitation and Replacement Project","The project consists of the replacement of approximately 10,000 linear feet of 6-in to 12-in vcp with 8-in to 10-in pvc pipe and the CIPP lining of approximately 6,700 linear feet of 8-in to 10-in mains in the Bridge Street Sewershed","Centralized Wastewater Treatment - Sewer System Rehabilitation: $3,967,483.00",NA,NA,0,2015-04-07,2016-03-02,"Impaired","Achieve Compliance",NA,"Class C: Primary<br><br>Water Supply IV (WS-IV): Secondary","Improvement","No",NA,c(1781727.37238749, 1002645.65379246)
"198",198,"World","M",96.86,"A","Town of Spring Hope, North Carolina","Town of Spring Hope, NC, USA","Town of Spring Hope","Locality","City","Town of Spring Hope","Town of Spring Hope, North Carolina","","",19,"","","","","","","","","","","","","","","","","","","","","","","","Town of Spring Hope","","Nash County","North Carolina","NC","","","","","USA","United States","ENG",0,-78.10897,35.94413,-78.10897,35.94413,-78.12397,-78.09397,35.92913,35.95913,"","Spring Hope, Town of",NA,NA,NA,NA,NA,"North Carolina",NA,NA,NA,"Region 4","North Carolina","Spring Hope, Town of","CS370415-04","Loan","Not Applicable","Final Agreement",2013-09-17,265024,2018-11-29,260718,NA,NA,0,0,20,"No",0,0,"No","No","No",NA,"No",0,0,0,0,0,"Country Inn Lift Station Elimination Project","The installation of approximately 3,500 linear feet of 8-in PVC gravity sewer to eliminate the Country Inn Lift Station","Centralized Wastewater Treatment - New Collector Sewers: $260,718.00",NA,NA,0,2017-07-24,2018-09-20,"Meeting Standards","Maintain Compliance","Class C: Secondary<br><br>Nutrient Sensitive Waters (NSW): Secondary",NA,"Maintenance","No",NA,c(2263745.26402538, 799744.290876065)
"199",199,"World","M",97.63,"A","City of Fayetteville, North Carolina","City of Fayetteville, NC, USA","City of Fayetteville","Locality","City","City of Fayetteville","City of Fayetteville, North Carolina","","",19,"","","","","","","","","","","","","","","","","","","","","","","","City of Fayetteville","","Cumberland County","North Carolina","NC","","","","","USA","United States","ENG",0,-78.97886,35.0851,-78.97886,35.0851,-79.11386,-78.84386,34.9501,35.2201,"","Fayetteville, City of",NA,NA,NA,NA,NA,"North Carolina",NA,NA,NA,"Region 4","North Carolina","Fayetteville, City of","CS370434-13","Loan","Not Applicable","Amendment",2013-08-27,2967243,2016-07-11,2243830,2,NA,2,0,20,"No",0,0,"No","No","No",NA,"No",0,0,0,0,0,"Person Street at the Lobster House","The project consists of the replacement of approximately 1,600 linear feet of 36-in concrete sewer main and appurtenances with 36-in ductile iron pipe.","Centralized Wastewater Treatment - Infiltration/Inflow Correction: $2,243,830.00",NA,NA,0,2014-10-01,2015-11-05,"Meeting Standards","Not Applicable",NA,NA,"Maintenance","No",NA,c(2006324.11549758, 485900.641723422)
"200",200,"World","M",95.71,"A","Town of Andrews, North Carolina","Town of Andrews, NC, USA","Town of Andrews","Locality","City","Town of Andrews","Town of Andrews, North Carolina","","",19,"","","","","","","","","","","","","","","","","","","","","","","","Town of Andrews","","Cherokee County","North Carolina","NC","","","","","USA","United States","ENG",0,-83.82563,35.19954,-83.82563,35.19954,-83.84463,-83.80663,35.18054,35.21854,"","Andrews, Town of",NA,NA,NA,NA,NA,"North Carolina",NA,NA,NA,"Region 4","North Carolina","Andrews, Town of","CS370537-02","Loan","Not Applicable","Final Agreement",2013-07-05,485341,2014-04-10,449420,0,NA,0,0,20,"Yes",224710,0,"No","No","No",NA,"No",0,0,0,0,0,"Main Street Sewer Rehabilitation","The replacement of approximately 1,400 lf of existing 4-in to 8-in VCP with 8-in","Centralized Wastewater Treatment - Sewer System Rehabilitation: $449,420.00",NA,NA,0,2013-06-12,2013-09-17,NA,NA,NA,NA,NA,"No",NA,c(558985.745261808, 562580.949578922)
"201",201,"World","M",96.86,"A","Town of Green Level, North Carolina","Town of Green Level, NC, USA","Town of Green Level","Locality","City","Town of Green Level","Town of Green Level, North Carolina","","",19,"","","","","","","","","","","","","","","","","","","","","","","","Town of Green Level","","Alamance County","North Carolina","NC","","","","","USA","United States","ENG",0,-79.34663,36.12201,-79.34663,36.12201,-79.36363,-79.32963,36.10501,36.13901,"","Green Level, Town of",NA,NA,NA,NA,NA,"North Carolina",NA,NA,NA,"Region 4","North Carolina","Green Level, Town of","CS370917-02","Loan","Not Applicable","Final Agreement",2013-08-27,282500,2018-06-08,246407,0,NA,0,0,20,"Yes",118550,0,"No","No","No",NA,"No",0,0,0,0,0,"Otter Creek Pump Station Rehabilitation/Replacement","Fullrehabilitation/replacement of the Otter Creek Pump Station, a 200 gpm pump station","Centralized Wastewater Treatment - Sewer System Rehabilitation: $246,407.00",NA,NA,0,2014-09-08,2015-04-08,"Impaired","Maintain Compliance",NA,"Water Supply II (WS-II): Primary<br><br>High Quality Waters (HQW): Primary<br><br>Nutrient Sensitive Waters (NSW): Primary","Maintenance","No",NA,c(1897622.30525191, 863492.584241797)
"202",202,"World","M",84.79,"A","Water & Sewer Authority of Cabarrus County","Water & Sewer Authority of Cabarrus County, 6400 Breezy Ln, Concord, NC, 28025, USA","Water & Sewer Authority of Cabarrus County","POI","Government Office","Water & Sewer Authority of Cabarrus County","6400 Breezy Ln, Concord, North Carolina, 28025","(704) 788-4164","www.wsacc.org",22,"","6400","","","","R","","","Breezy","Ln","","","","","","","","","6400 Breezy Ln","","","","","Concord","","Cabarrus County","North Carolina","NC","","","28025","6972","USA","United States","ENG",0,-80.540963955474,35.327356923879,-80.5402986,35.3271716,-80.5452986,-80.5352986,35.3221716,35.3321716,"ONSLOW","Onslow Water & Sewer Authority",NA,NA,NA,NA,NA,"North Carolina",NA,NA,NA,"Region 4","North Carolina","Onslow Water & Sewer Authority","CS370569-03","Loan","Not Applicable","Amendment",2013-07-03,1895618,2015-09-08,2085180,0,NA,0,0,20,"No",0,0,"No","No","No",NA,"No",0,0,0,0,0,"Summerhouse Water Reclamation Facility Rehabilitation","This project includes the construction of a new headworks system, limited SCADA improvements, process and yard piping, meter vaults and electrical as needed for these improvements.","Centralized Wastewater Treatment - Advanced Treatment: $2,085,180.00",NA,NA,0,2014-09-02,2017-08-15,"Meeting Standards","Maintain Compliance","Class SC: Primary<br><br>Class SA: Primary<br><br>High Quality Waters (HQW): Primary<br><br>Swamp Waters (Sw): Primary",NA,"Maintenance","No",NA,c(1540598.93551184, 577564.619580062)
"203",203,"World","M",96.86,"A","Town of Green Level, North Carolina","Town of Green Level, NC, USA","Town of Green Level","Locality","City","Town of Green Level","Town of Green Level, North Carolina","","",19,"","","","","","","","","","","","","","","","","","","","","","","","Town of Green Level","","Alamance County","North Carolina","NC","","","","","USA","United States","ENG",0,-79.34663,36.12201,-79.34663,36.12201,-79.36363,-79.32963,36.10501,36.13901,"","Green Level, Town of",NA,NA,NA,NA,NA,"North Carolina",NA,NA,NA,"Region 4","North Carolina","Green Level, Town of","CS370917-01","Loan","Not Applicable","Final Agreement",2013-08-27,633000,2017-02-07,580007,0,NA,0,0,20,"Yes",290004,0,"No","No","No",NA,"No",0,0,0,0,0,"Basil Holt Pump Station Replacement","THis project replaces the 100 gpm pump station and force main with a 400 gpm pump station and force main to allow Green Level to pump directly to Burlington bypassing the current configuration through Haw River, thus making a more reliable discharge and eliminating the surcharge being charged by Haw River.","Centralized Wastewater Treatment - Sewer System Rehabilitation: $580,007.00",NA,NA,0,2014-09-02,2015-09-15,"Meeting Standards","Maintain Compliance",NA,NA,"Maintenance","No",NA,c(1897622.30525191, 863492.584241797)
"204",204,"World","M",95.71,"A","City of Raleigh, North Carolina","City of Raleigh, NC, USA","City of Raleigh","Locality","City","City of Raleigh","City of Raleigh, North Carolina","","",19,"","","","","","","","","","","","","","","","","","","","","","","","City of Raleigh","","Wake County","North Carolina","NC","","","","","USA","United States","ENG",0,-78.64412,35.83218,-78.64412,35.83218,-78.79812,-78.49012,35.67818,35.98618,"","Raleigh, City of",NA,NA,NA,NA,NA,"North Carolina",NA,NA,NA,"Region 4","North Carolina","Raleigh, City of","CS370419-19","Loan","Not Applicable","Amendment",2013-07-03,29300000,2015-06-08,37500000,0,NA,0,0,20,"No",0,0,"No","No","No",NA,"No",0,0,0,0,0,"Crabtree Creek Wastewater Conveyance","The installation of approximately 20,000 linear feet of 54-in gravity sanitary sewer along Crabtree Creek from Capital Blvd to the north side of I-440 near Glenwood Ave.","Centralized Wastewater Treatment - New Collector Sewers: $37,500,000.00",NA,"NC0029033",0,2015-05-26,NA,NA,"Achieve Compliance",NA,NA,"Improvement","No",NA,c(2105487.91142253, 757999.089576241)
"205",205,"World","M",95.61,"A","City of Oxford, North Carolina","City of Oxford, NC, USA","City of Oxford","Locality","City","City of Oxford","City of Oxford, North Carolina","","",19,"","","","","","","","","","","","","","","","","","","","","","","","City of Oxford","","Granville County","North Carolina","NC","","","","","USA","United States","ENG",0,-78.58499,36.31537,-78.58499,36.31537,-78.61999,-78.54999,36.28037,36.35037,"","Oxford, City of",NA,NA,NA,NA,NA,"North Carolina",NA,NA,NA,"Region 4","North Carolina","Oxford, City of","CS370439-07","Loan","Not Applicable","Amendment",2013-07-03,3047675,2016-06-02,3001772,0,NA,0,0,20,"No",0,0,"No","No","No",NA,"No",0,0,0,0,0,"Oxford WWTP Equalization Basin","The construction of a 1 MG equalization basin.","Centralized Wastewater Treatment - Advanced Treatment: $3,001,772.00",NA,"NC0025054",0,2014-09-08,2015-12-21,"Impaired","Maintain Compliance","Class C: Secondary","Nutrient Sensitive Waters (NSW): Primary","Improvement","No",NA,c(2122279.43386107, 933963.491009834)
"206",206,"World","M",96.48,"A","Town of Vanceboro, North Carolina","Town of Vanceboro, NC, USA","Town of Vanceboro","Locality","City","Town of Vanceboro","Town of Vanceboro, North Carolina","","",19,"","","","","","","","","","","","","","","","","","","","","","","","Town of Vanceboro","","Craven County","North Carolina","NC","","","","","USA","United States","ENG",0,-77.1567,35.30306,-77.1567,35.30306,-77.1727,-77.1407,35.28706,35.31906,"","Vanceboro, Town of",NA,NA,NA,NA,NA,"North Carolina",NA,NA,NA,"Region 4","North Carolina","Vanceboro, Town of","CS370450-03","Loan","Not Applicable","Amendment",2013-06-14,1651344,2016-07-12,1646498,0,NA,0,0,20,"Yes",823249,0,"No","No","No",NA,"No",0,0,0,0,0,"Sanitary Sewer Rehabilitation Project 2012","The proposed project includes (1) performance of closed circuit television (CCTV) to inspect lines identified as problematic in the SSES Phase I to confirm defects, service locations, etc. and prepare SSES Phase II; (2) point repairs to approximately 375 linear feet (l.f.) of sewer main in preparation for cured in place pipe (CIPP) lining; (3) rehabilitation of approximately 6,838 l.f. of 8-inch existing sewer main via CIPP lining; (4) rehabilitation of approximately 9,372 l.f. of 10 inch existing sewer main via CIPP lining; (5) replacement of approximately 250 l.f. of 8-inch sewer main with 8-inch ductile iron pipe (DIP); (6) replacement of approximately 100 l.f. of 10 inch sewer main with 10-inch DIP; (7) repair two manholes by regrouting; (8) replacement of  one manhole; (9) replacement of the ring and cover of approximately seven manholes; and (10) resetting of the frame and cover on approximately 20 manholes.","Centralized Wastewater Treatment - Sewer System Rehabilitation: $1,646,498.00",NA,NA,0,2014-06-16,2015-05-29,NA,"Not Applicable",NA,NA,"Not Applicable","No",NA,c(2549926.01489985, 570330.839605496)
"207",207,"World","M",96.8,"A","Drexel Township, North Carolina","Drexel Township, NC, USA","Drexel Township","Locality","City","Drexel Township","Township of Drexel, North Carolina","","",21,"","","","","","","","","","","","","","","","","","","","","","","","Township of Drexel","","Burke County","North Carolina","NC","","","","","USA","United States","ENG",0,-81.60039,35.75527,-81.60039,35.75527,-81.64039,-81.56039,35.71527,35.79527,"OF","Drexel, Town of",NA,NA,NA,NA,NA,"North Carolina",NA,NA,NA,"Region 4","North Carolina","Drexel, Town of","CS370677-01","Loan","Not Applicable","Final Agreement",2013-06-11,471086,2015-09-29,471086,0,NA,0,0,20,"No",0,0,"No","No","No",NA,"No",0,0,0,0,0,"Sewer Pump Station Replacement Project","(1) constructing a new approximately 735 gallon per minute (gpm) submersible duplex pump station adjacent to the existing 700 gpm pump station, (2) extending approximately 100 linear feet of piping to reconfigure the flow to the new pump station, (3) adding a new backup generator, electrical controls and related appurtenances to make the new pump station operational and (4) abandoning the existing pump station. ","Centralized Wastewater Treatment - Sewer System Rehabilitation: $471,086.00",NA,NA,0,2014-08-11,2015-06-26,"Meeting Standards",NA,NA,NA,NA,"No",NA,c(1228560.54144118, 739919.660028415)
"208",208,"World","M",97.24,"A","City of Statesville, North Carolina","City of Statesville, NC, USA","City of Statesville","Locality","City","City of Statesville","City of Statesville, North Carolina","","",19,"","","","","","","","","","","","","","","","","","","","","","","","City of Statesville","","Iredell County","North Carolina","NC","","","","","USA","United States","ENG",0,-80.87126,35.78391,-80.87126,35.78391,-80.95026,-80.79226,35.70491,35.86291,"","Statesville, City of",NA,NA,NA,NA,NA,"North Carolina",NA,NA,NA,"Region 4","North Carolina","Statesville, City of","CS307395-04","Loan","Not Applicable","Final Agreement",2013-07-03,4800000,2018-03-06,4445972,0,NA,0,0,20,"No",0,0,"No","No","No",NA,"No",0,0,0,0,0,"Fourth Creek WWTP Improvements","The improvements include the repalcement of the Sta-Lime System, the 2 aerators, and the electrical motor control center and the addition of SCADA and variable frequency drives on the influent pump.","Centralized Wastewater Treatment - Advanced Treatment: $4,445,972.00",NA,"NC0031836",0,2014-10-01,2016-10-29,"Meeting Standards","Maintain Compliance","Class C: Secondary",NA,"Maintenance","No",NA,c(1445032.30684777, 745470.639891349)
"209",209,"World","M",96.86,"A","City of Shelby, North Carolina","City of Shelby, NC, USA","City of Shelby","Locality","City","City of Shelby","City of Shelby, North Carolina","","",19,"","","","","","","","","","","","","","","","","","","","","","","","City of Shelby","","Cleveland County","North Carolina","NC","","","","","USA","United States","ENG",0,-81.54164,35.28893,-81.54164,35.28893,-81.61064,-81.47264,35.21993,35.35793,"","Shelby, City of",NA,NA,NA,NA,NA,"North Carolina",NA,NA,NA,"Region 4","North Carolina","Shelby, City of","CS370502-06","Loan","Not Applicable","Final Agreement",2013-05-16,3332000,2015-12-10,3130438,0,NA,0,0,20,"No",0,0,"No","No","No",NA,"No",0,0,0,0,0,"Outfall Improvement Project","Outfall Improvement Project, rehabilitation and new collection sewers","Centralized Wastewater Treatment - Sewer System Rehabilitation: $1,565,219.00<br> Centralized Wastewater Treatment - New Collector Sewers: $1,565,219.00","City of Shelby",NA,0,2014-08-25,2016-05-25,NA,NA,NA,NA,NA,"No",NA,c(1241640.40310234, 569791.206856691)
"210",210,"World","M",95.61,"A","City of Lenoir, North Carolina","City of Lenoir, NC, USA","City of Lenoir","Locality","City","City of Lenoir","City of Lenoir, North Carolina","","",19,"","","","","","","","","","","","","","","","","","","","","","","","City of Lenoir","","Caldwell County","North Carolina","NC","","","","","USA","United States","ENG",0,-81.52701,35.90574,-81.52701,35.90574,-81.60801,-81.44601,35.82474,35.98674,"","Lenoir, City of",NA,NA,NA,NA,NA,"North Carolina",NA,NA,NA,"Region 4","North Carolina","Lenoir, City of","CS370393-05","Loan","Not Applicable","Final Agreement",2013-05-13,578500,2015-09-14,578500,0,NA,0,0,20,"Yes",289250,0,"No","No","No",NA,"No",0,0,0,0,0,"Powell Road Greenway Sewer Replacement","Replacement of approximatley 5,320 linear feet of 12-in sanitary sewer near Zack' Fork a tributary of Lower Creek","Centralized Wastewater Treatment - Sewer System Rehabilitation: $578,500.00",NA,NA,0,2014-10-06,2015-05-26,NA,NA,"Class C: Primary",NA,NA,"No",NA,c(1251718.99636254, 794110.786917451)
"211",211,"World","M",100,"M","Yadkin Valley Sewer Authority","Yadkin Valley Sewer Authority, 500 NC Highway 268 W, Elkin, NC, 28621, USA","Yadkin Valley Sewer Authority","POI","Government Office","Yadkin Valley Sewer Authority","500 NC Highway 268 W, Elkin, North Carolina, 28621","(336) 835-9819","www.yvsa.org",22," ","500"," "," "," "," "," "," ","NC Highway 268"," ","W"," "," "," "," "," "," "," ","500 NC Highway 268 W"," "," "," "," ","Elkin"," ","Surry County","North Carolina","NC"," "," ","28621","2811","USA","United States","ENG",0,-80.864736363339,36.253249405661,-80.8647657,36.2538208,-80.8697657,-80.8597657,36.2488208,36.2588208," ","Yadkin Valley Sewer Authority",NA,NA,NA,NA,NA,"North Carolina",NA,NA,NA,"Region 4","North Carolina","Yadkin Valley Sewer Authority","CS370541-04","Loan","Not Applicable","Final Agreement",2013-06-11,1050000,2016-03-22,1087955,0,NA,0,0,20,"Yes",525000,0,"No","No","No",NA,"No",0,0,0,0,0,"Sewer Collection System Rehabilitation Project Ph II and Pump Stations Rehabilitation and Eliminatio","The proposed project includes: (1) the elimination of four pump stations: N. Elkin Drive Pump Station, Welborn Pump Station, Marion Road Pump Station and Ghant Street Pump Station; (2) installation of approximately 4,072 linear feet (l.f.) of 8-inch gravity sewer to transport wastewater from the eliminated pump stations;  (3) rehabilitation of pump stations including replacing pumps at seven stations, replacing plug and check valves at four stations, replacing control panels at five stations, replacing guide rails at five stations, and constructing a valve vault and replacing guiderails and hardware at one station; (4) installation of SCADA at eight pump stations; (5) installation of generators at seven pump stations; (6) installation of equipment for portable generator hookup at four stations; (7) purchase of one portable generator; (8) relocation of one generator; (9) replacement of an aerial line including replacement piers and replacing 6-inch cast-iron with DIP; and (10) repair access drives at two stations.","Centralized Wastewater Treatment - Sewer System Rehabilitation: $1,087,955.00",NA,NA,0,2014-07-15,2015-07-25,"Meeting Standards","Maintain Compliance","Water Supply II (WS-II): Secondary<br><br>Water Supply IV (WS-IV): Secondary<br><br>High Quality Waters (HQW): Secondary",NA,"Improvement","No",NA,c(1450171.25273554, 916464.140323585)
